week,commits,additions,additions_per_commit,user1,user2,user3,user4
1485648000,5,0,0,0,0,5,0
1486252800,0,0,0,0,0,0,0
1486857600,3,1206,402,0,3,0,0
1487462400,16,1804,112,0,10,6,0
1488067200,3,496,165,1,1,1,0
1488672000,4,58,14,2,2,0,0
1489276800,7,744,106,0,2,5,0
1489881600,0,0,0,0,0,0,0
1490486400,13,855,65,0,3,10,0
1491091200,9,593,65,1,5,3,0
1491696000,0,0,0,0,0,0,0
1492300800,0,0,0,0,0,0,0
1492905600,0,0,0,0,0,0,0
