week,commits,additions,additions_per_commit,user1,user2,user3,user4
01-07,16,705,44,0,5,7,4
01-14,1,12,12,0,0,1,0
01-21,15,99,6,0,1,5,9
01-28,8,1,0,0,0,0,8
02-04,0,0,0,0,0,0,0
02-11,0,0,0,0,0,0,0
02-18,0,0,0,0,0,0,0
02-25,1,0,0,0,0,1,0
03-04,0,0,0,0,0,0,0
03-11,0,0,0,0,0,0,0
03-18,0,0,0,0,0,0,0
03-25,0,0,0,0,0,0,0
04-01,2,0,0,0,0,0,2
04-08,0,0,0,0,0,0,0
04-15,0,0,0,0,0,0,0
04-22,1,1,1,1,0,0,0
