week,commits,additions,additions_per_commit,user1,user2,user3,user4
1484438400,6,229,38,0,0,6,0
1485043200,0,0,0,0,0,0,0
1485648000,1,0,0,0,0,1,0
1486252800,16,71155,4447,2,5,9,0
1486857600,10,9755,975,0,5,5,0
1487462400,15,2699,179,4,4,7,0
1488067200,3,60,20,0,1,2,0
1488672000,0,0,0,0,0,0,0
1489276800,3,412,137,0,0,3,0
1489881600,2,0,0,1,1,0,0
1490486400,0,0,0,0,0,0,0
1491091200,2,0,0,0,0,2,0
1491696000,0,0,0,0,0,0,0
1492300800,0,0,0,0,0,0,0
1492905600,0,0,0,0,0,0,0
