week,commits,additions,additions_per_commit,user1,user2,user3,user4
1484438400,2,14,7,1,1,0,0
1485043200,5,55,11,2,1,2,0
1485648000,2,0,0,0,2,0,0
1486252800,0,0,0,0,0,0,0
1486857600,2,24000,12000,0,0,2,0
1487462400,7,4575,653,0,1,6,0
1488067200,7,607,86,0,5,2,0
1488672000,0,0,0,0,0,0,0
1489276800,2,5,2,0,2,0,0
1489881600,2,699,349,0,0,2,0
1490486400,1,302,302,0,0,1,0
1491091200,1,0,0,0,1,0,0
1491696000,2,0,0,2,0,0,0
1492300800,0,0,0,0,0,0,0
1492905600,0,0,0,0,0,0,0
