issue_id,action_time,action,what,user,milestone,when
9,1/31/17,mentioned,no label,user2,January Deadline,1485886550
9,1/30/17,subscribed,no label,user1,January Deadline,1485796385
9,1/30/17,mentioned,no label,user1,January Deadline,1485796385
9,1/30/17,subscribed,no label,user3,January Deadline,1485796385
9,1/30/17,mentioned,no label,user3,January Deadline,1485796385
9,1/30/17,subscribed,no label,user2,January Deadline,1485796385
9,1/30/17,mentioned,no label,user2,January Deadline,1485796385
9,1/28/17,milestoned,no label,user2,January Deadline,1485642974
9,1/28/17,assigned,no label,user0,January Deadline,1485642959
9,1/28/17,assigned,no label,user3,January Deadline,1485642959
9,1/28/17,assigned,no label,user1,January Deadline,1485642959
9,1/28/17,assigned,no label,user2,January Deadline,1485642959
10,2/8/17,closed,no label,user2,,1486578765
10,2/7/17,labeled,Conversation,user0,,1486490094
10,2/6/17,assigned,no label,user0,,1486418404
10,2/6/17,assigned,no label,user3,,1486418400
10,2/6/17,assigned,no label,user1,,1486418400
10,2/6/17,assigned,no label,user2,,1486418400
11,2/7/17,closed,no label,user0,,1486503689
11,2/7/17,labeled,Meeting Notes,user0,,1486488337
11,2/7/17,assigned,no label,user0,,1486434215
11,2/7/17,assigned,no label,user3,,1486434215
11,2/7/17,assigned,no label,user1,,1486434215
11,2/7/17,assigned,no label,user2,,1486434215
12,2/15/17,closed,no label,user0,Finalize design for all approaches,1487174511
12,2/7/17,labeled,hard,user0,Finalize design for all approaches,1486490231
12,2/7/17,renamed,no label,user0,Finalize design for all approaches,1486490128
12,2/7/17,labeled,core,user0,Finalize design for all approaches,1486489940
12,2/7/17,demilestoned,no label,user0,Finalize design for all approaches,1486489835
12,2/7/17,milestoned,no label,user0,Finalize design for all approaches,1486489835
12,2/7/17,milestoned,no label,user0,Finalize design for all approaches,1486487768
12,2/7/17,assigned,no label,user0,Finalize design for all approaches,1486487695
12,2/7/17,assigned,no label,user3,Finalize design for all approaches,1486487694
12,2/7/17,assigned,no label,user1,Finalize design for all approaches,1486487694
12,2/7/17,assigned,no label,user2,Finalize design for all approaches,1486487694
13,2/15/17,closed,no label,user0,Finalize design for all approaches,1487174556
13,2/7/17,labeled,medium,user0,Finalize design for all approaches,1486490251
13,2/7/17,renamed,no label,user0,Finalize design for all approaches,1486489967
13,2/7/17,labeled,approach1,user0,Finalize design for all approaches,1486489954
13,2/7/17,demilestoned,no label,user0,Finalize design for all approaches,1486489766
13,2/7/17,milestoned,no label,user0,Finalize design for all approaches,1486489766
13,2/7/17,assigned,no label,user0,Finalize design for all approaches,1486488042
13,2/7/17,assigned,no label,user3,Finalize design for all approaches,1486488042
13,2/7/17,assigned,no label,user1,Finalize design for all approaches,1486488042
13,2/7/17,assigned,no label,user2,Finalize design for all approaches,1486488042
13,2/7/17,milestoned,no label,user0,Finalize design for all approaches,1486488042
14,2/15/17,closed,no label,user0,Finalize design for all approaches,1487174632
14,2/7/17,labeled,medium,user0,Finalize design for all approaches,1486490265
14,2/7/17,renamed,no label,user0,Finalize design for all approaches,1486489991
14,2/7/17,labeled,approach2,user0,Finalize design for all approaches,1486489989
14,2/7/17,demilestoned,no label,user0,Finalize design for all approaches,1486489794
14,2/7/17,milestoned,no label,user0,Finalize design for all approaches,1486489794
14,2/7/17,assigned,no label,user0,Finalize design for all approaches,1486488301
14,2/7/17,assigned,no label,user3,Finalize design for all approaches,1486488301
14,2/7/17,assigned,no label,user1,Finalize design for all approaches,1486488301
14,2/7/17,assigned,no label,user2,Finalize design for all approaches,1486488301
14,2/7/17,milestoned,no label,user0,Finalize design for all approaches,1486488301
15,2/15/17,closed,no label,user0,Finalize design for all approaches,1487174604
15,2/7/17,labeled,hard,user0,Finalize design for all approaches,1486490277
15,2/7/17,renamed,no label,user0,Finalize design for all approaches,1486490020
15,2/7/17,labeled,approach3,user0,Finalize design for all approaches,1486490003
15,2/7/17,demilestoned,no label,user0,Finalize design for all approaches,1486489816
15,2/7/17,milestoned,no label,user0,Finalize design for all approaches,1486489816
15,2/7/17,demilestoned,no label,user0,Finalize design for all approaches,1486488961
15,2/7/17,milestoned,no label,user0,Finalize design for all approaches,1486488961
15,2/7/17,demilestoned,no label,user0,Finalize design for all approaches,1486488953
15,2/7/17,milestoned,no label,user0,Finalize design for all approaches,1486488953
15,2/7/17,assigned,no label,user0,Finalize design for all approaches,1486488456
15,2/7/17,assigned,no label,user3,Finalize design for all approaches,1486488456
15,2/7/17,assigned,no label,user1,Finalize design for all approaches,1486488456
15,2/7/17,assigned,no label,user2,Finalize design for all approaches,1486488456
15,2/7/17,milestoned,no label,user0,Finalize design for all approaches,1486488456
15,2/7/17,subscribed,no label,user3,Finalize design for all approaches,1486488456
15,2/7/17,mentioned,no label,user3,Finalize design for all approaches,1486488456
16,2/23/17,closed,no label,user2,Core implementation,1487813665
16,2/7/17,renamed,no label,user0,Core implementation,1486490993
16,2/7/17,milestoned,no label,user0,Core implementation,1486490546
16,2/7/17,labeled,medium,user0,Core implementation,1486490434
16,2/7/17,labeled,core,user0,Core implementation,1486490434
17,2/22/17,closed,no label,user2,,1487724451
17,2/15/17,subscribed,no label,user1,,1487175947
17,2/15/17,mentioned,no label,user1,,1487175947
17,2/15/17,subscribed,no label,user3,,1487174713
17,2/15/17,mentioned,no label,user3,,1487174713
17,2/15/17,subscribed,no label,user2,,1487174713
17,2/15/17,mentioned,no label,user2,,1487174713
17,2/15/17,assigned,no label,user3,,1487174655
17,2/15/17,assigned,no label,user2,,1487174655
18,2/23/17,closed,no label,user2,Approach 2,1487813709
18,2/22/17,assigned,no label,user2,Approach 2,1487724567
18,2/22/17,milestoned,no label,user2,Approach 2,1487724567
18,2/22/17,labeled,enhancement,user2,Approach 2,1487724567
18,2/22/17,labeled,approach2,user2,Approach 2,1487724567
19,2/23/17,closed,no label,user2,Approach 2,1487813726
19,2/22/17,milestoned,no label,user2,Approach 2,1487724710
19,2/22/17,labeled,enhancement,user2,Approach 2,1487724707
19,2/22/17,labeled,approach2,user2,Approach 2,1487724707
19,2/22/17,assigned,no label,user2,Approach 2,1487724702
20,2/23/17,closed,no label,user2,Approach 2,1487813963
20,2/22/17,milestoned,no label,user2,Approach 2,1487724792
20,2/22/17,labeled,enhancement,user2,Approach 2,1487724789
20,2/22/17,labeled,approach2,user2,Approach 2,1487724789
20,2/22/17,assigned,no label,user2,Approach 2,1487724785
21,2/23/17,closed,no label,user2,Approach 2,1487813831
21,2/23/17,referenced,no label,user2,Approach 2,1487813462
21,2/22/17,assigned,no label,user2,Approach 2,1487724842
21,2/22/17,milestoned,no label,user2,Approach 2,1487724842
21,2/22/17,labeled,enhancement,user2,Approach 2,1487724842
21,2/22/17,labeled,approach2,user2,Approach 2,1487724842
22,2/23/17,closed,no label,user2,Approach 2,1487813852
22,2/22/17,referenced,no label,user2,Approach 2,1487727569
22,2/22/17,assigned,no label,user2,Approach 2,1487727425
22,2/22/17,milestoned,no label,user2,Approach 2,1487727425
22,2/22/17,labeled,enhancement,user2,Approach 2,1487727424
22,2/22/17,labeled,approach2,user2,Approach 2,1487727424
23,2/28/17,closed,no label,user0,Approach 2,1488306280
23,2/22/17,referenced,no label,user2,Approach 2,1487735465
23,2/22/17,renamed,no label,user2,Approach 2,1487735386
23,2/22/17,labeled,enhancement,user2,Approach 2,1487727998
23,2/22/17,assigned,no label,user2,Approach 2,1487727448
23,2/22/17,milestoned,no label,user2,Approach 2,1487727448
23,2/22/17,labeled,approach2,user2,Approach 2,1487727448
24,3/30/17,closed,no label,user0,Approach 2,1490906353
24,2/24/17,assigned,no label,user0,Approach 2,1487903985
24,2/22/17,milestoned,no label,user2,Approach 2,1487728033
24,2/22/17,labeled,enhancement,user2,Approach 2,1487728033
24,2/22/17,labeled,approach2,user2,Approach 2,1487728033
25,2/23/17,closed,no label,user2,Approach 2,1487813807
25,2/22/17,milestoned,no label,user2,Approach 2,1487728063
25,2/22/17,labeled,enhancement,user2,Approach 2,1487728063
25,2/22/17,labeled,approach2,user2,Approach 2,1487728063
26,2/28/17,closed,no label,user2,Approach 2,1488311571
26,2/22/17,assigned,no label,user2,Approach 2,1487735423
26,2/22/17,milestoned,no label,user2,Approach 2,1487735423
26,2/22/17,labeled,enhancement,user2,Approach 2,1487735423
26,2/22/17,labeled,approach2,user2,Approach 2,1487735423
27,2/23/17,closed,no label,user2,Approach 2,1487813393
27,2/22/17,assigned,no label,user2,Approach 2,1487735494
27,2/22/17,milestoned,no label,user2,Approach 2,1487735494
27,2/22/17,labeled,bug,user2,Approach 2,1487735494
27,2/22/17,labeled,approach2,user2,Approach 2,1487735494
28,2/23/17,closed,no label,user2,Approach 2,1487813916
28,2/23/17,referenced,no label,user2,Approach 2,1487811193
28,2/22/17,assigned,no label,user2,Approach 2,1487735541
28,2/22/17,milestoned,no label,user2,Approach 2,1487735541
28,2/22/17,labeled,bug,user2,Approach 2,1487735541
28,2/22/17,labeled,approach2,user2,Approach 2,1487735541
29,3/1/17,closed,no label,user2,Approach 2,1488332422
29,2/28/17,referenced,no label,user0,Approach 2,1488315308
29,2/22/17,assigned,no label,user2,Approach 2,1487772240
29,2/22/17,milestoned,no label,user2,Approach 2,1487772240
29,2/22/17,labeled,bug,user2,Approach 2,1487772240
29,2/22/17,labeled,approach2,user2,Approach 2,1487772240
30,2/23/17,closed,no label,user0,Coding and implementation,1487873172
30,2/22/17,labeled,bug,user0,Coding and implementation,1487793897
30,2/22/17,assigned,no label,user0,Coding and implementation,1487793775
30,2/22/17,assigned,no label,user1,Coding and implementation,1487793775
30,2/22/17,milestoned,no label,user0,Coding and implementation,1487793775
30,2/22/17,labeled,approach1,user0,Coding and implementation,1487793775
31,3/30/17,closed,no label,user0,Coding and implementation,1490906403
31,3/30/17,subscribed,no label,user1,Coding and implementation,1490906403
31,3/30/17,mentioned,no label,user1,Coding and implementation,1490906403
31,2/28/17,unassigned,no label,user0,Coding and implementation,1488305408
31,2/22/17,labeled,approach1,user0,Coding and implementation,1487793887
31,2/22/17,assigned,no label,user0,Coding and implementation,1487793872
31,2/22/17,assigned,no label,user1,Coding and implementation,1487793872
31,2/22/17,milestoned,no label,user0,Coding and implementation,1487793872
31,2/22/17,labeled,bug,user0,Coding and implementation,1487793872
32,3/30/17,closed,no label,user0,Coding and implementation,1490906483
32,2/28/17,unassigned,no label,user0,Coding and implementation,1488305510
32,2/22/17,milestoned,no label,user0,Coding and implementation,1487793949
32,2/22/17,assigned,no label,user0,Coding and implementation,1487793945
32,2/22/17,assigned,no label,user1,Coding and implementation,1487793945
32,2/22/17,labeled,bug,user0,Coding and implementation,1487793945
32,2/22/17,labeled,approach1,user0,Coding and implementation,1487793945
33,3/31/17,closed,no label,user0,Approach 2,1490983215
33,3/30/17,labeled,wontfix,user0,Approach 2,1490906949
33,2/24/17,assigned,no label,user0,Approach 2,1487903975
33,2/23/17,milestoned,no label,user2,Approach 2,1487813560
33,2/23/17,labeled,enhancement,user2,Approach 2,1487813560
33,2/23/17,labeled,approach2,user2,Approach 2,1487813560
34,2/28/17,closed,no label,user0,Approach 2,1488264349
34,2/28/17,subscribed,no label,user2,Approach 2,1488249806
34,2/28/17,mentioned,no label,user2,Approach 2,1488249806
34,2/28/17,subscribed,no label,user2,Approach 2,1488249349
34,2/28/17,mentioned,no label,user2,Approach 2,1488249349
34,2/27/17,subscribed,no label,user2,Approach 2,1488159224
34,2/27/17,mentioned,no label,user2,Approach 2,1488159224
34,2/24/17,assigned,no label,user0,Approach 2,1487903962
34,2/23/17,milestoned,no label,user2,Approach 2,1487813771
34,2/23/17,labeled,bug,user2,Approach 2,1487813771
34,2/23/17,labeled,approach2,user2,Approach 2,1487813771
35,2/23/17,closed,no label,user3,,1487826965
35,2/23/17,unlabeled,core,user3,,1487820893
35,2/23/17,assigned,no label,user3,,1487820183
35,2/23/17,labeled,medium,user3,,1487820183
35,2/23/17,labeled,core,user3,,1487820183
35,2/23/17,labeled,approach3,user3,,1487820183
36,2/25/17,closed,no label,user3,,1488005078
36,2/23/17,unlabeled,core,user3,,1487820906
36,2/23/17,assigned,no label,user3,,1487820863
36,2/23/17,labeled,medium,user3,,1487820863
36,2/23/17,labeled,core,user3,,1487820863
36,2/23/17,labeled,approach3,user3,,1487820863
37,2/23/17,closed,no label,user0,Coding and implementation,1487873141
37,2/23/17,assigned,no label,user0,Coding and implementation,1487865935
37,2/23/17,milestoned,no label,user0,Coding and implementation,1487865935
37,2/23/17,subscribed,no label,user1,Coding and implementation,1487865935
37,2/23/17,mentioned,no label,user1,Coding and implementation,1487865935
37,2/23/17,labeled,Conversation,user0,Coding and implementation,1487865935
37,2/23/17,labeled,approach1,user0,Coding and implementation,1487865935
38,3/30/17,closed,no label,user0,Approach 2,1490906931
38,2/28/17,subscribed,no label,user2,Approach 2,1488306241
38,2/28/17,mentioned,no label,user2,Approach 2,1488306241
38,2/28/17,subscribed,no label,user2,Approach 2,1488305382
38,2/28/17,mentioned,no label,user2,Approach 2,1488305382
38,2/23/17,assigned,no label,user0,Approach 2,1487886846
38,2/23/17,assigned,no label,user3,Approach 2,1487886845
38,2/23/17,assigned,no label,user1,Approach 2,1487886845
38,2/23/17,assigned,no label,user2,Approach 2,1487886845
38,2/23/17,milestoned,no label,user2,Approach 2,1487886845
38,2/23/17,labeled,approach3,user2,Approach 2,1487886845
38,2/23/17,labeled,approach2,user2,Approach 2,1487886845
38,2/23/17,labeled,approach1,user2,Approach 2,1487886845
39,4/6/17,closed,no label,user0,Approach 2,1491514145
39,2/23/17,assigned,no label,user0,Approach 2,1487887157
39,2/23/17,assigned,no label,user3,Approach 2,1487887157
39,2/23/17,assigned,no label,user1,Approach 2,1487887157
39,2/23/17,assigned,no label,user2,Approach 2,1487887157
39,2/23/17,milestoned,no label,user2,Approach 2,1487887157
39,2/23/17,labeled,approach3,user2,Approach 2,1487887157
39,2/23/17,labeled,approach2,user2,Approach 2,1487887157
39,2/23/17,labeled,approach1,user2,Approach 2,1487887157
40,3/30/17,closed,no label,user3,,1490906881
40,2/25/17,assigned,no label,user3,,1488005735
40,2/25/17,labeled,approach3,user3,,1488005735
41,3/30/17,closed,no label,user0,Approach 2,1490906538
41,3/30/17,labeled,wontfix,user0,Approach 2,1490906535
41,3/13/17,unlabeled,bug,user0,Approach 2,1489448159
41,3/13/17,labeled,enhancement,user0,Approach 2,1489448159
41,2/28/17,assigned,no label,user0,Approach 2,1488312242
41,2/28/17,milestoned,no label,user2,Approach 2,1488312242
41,2/28/17,labeled,bug,user2,Approach 2,1488312242
41,2/28/17,labeled,approach2,user2,Approach 2,1488312242
42,2/28/17,closed,no label,user2,Approach 2,1488312747
42,2/28/17,referenced,no label,user2,Approach 2,1488312726
42,2/28/17,assigned,no label,user1,Approach 2,1488312547
42,2/28/17,milestoned,no label,user2,Approach 2,1488312547
42,2/28/17,labeled,bug,user2,Approach 2,1488312547
42,2/28/17,labeled,approach2,user2,Approach 2,1488312547
44,4/11/17,closed,no label,user0,March Milestone (Due April 7),1491940253
44,3/30/17,milestoned,no label,user2,March Milestone (Due April 7),1490909103
44,3/16/17,assigned,no label,user0,March Milestone (Due April 7),1489696799
44,3/16/17,assigned,no label,user3,March Milestone (Due April 7),1489696799
44,3/16/17,assigned,no label,user1,March Milestone (Due April 7),1489696799
44,3/16/17,assigned,no label,user2,March Milestone (Due April 7),1489696799
44,3/16/17,labeled,approach3,user2,March Milestone (Due April 7),1489696799
44,3/16/17,labeled,approach2,user2,March Milestone (Due April 7),1489696799
44,3/16/17,labeled,approach1,user2,March Milestone (Due April 7),1489696799
45,4/18/17,closed,no label,user0,March Milestone (Due April 7),1492543614
45,3/30/17,milestoned,no label,user2,March Milestone (Due April 7),1490909093
45,3/16/17,assigned,no label,user0,March Milestone (Due April 7),1489696821
45,3/16/17,assigned,no label,user3,March Milestone (Due April 7),1489696821
45,3/16/17,assigned,no label,user1,March Milestone (Due April 7),1489696821
45,3/16/17,assigned,no label,user2,March Milestone (Due April 7),1489696821
45,3/16/17,labeled,approach3,user2,March Milestone (Due April 7),1489696821
45,3/16/17,labeled,approach2,user2,March Milestone (Due April 7),1489696821
45,3/16/17,labeled,approach1,user2,March Milestone (Due April 7),1489696821
46,3/31/17,closed,no label,user0,March Milestone (Due April 7),1490983185
46,3/20/17,assigned,no label,user0,March Milestone (Due April 7),1490022632
46,3/20/17,assigned,no label,user3,March Milestone (Due April 7),1490022632
46,3/20/17,assigned,no label,user1,March Milestone (Due April 7),1490022632
46,3/20/17,assigned,no label,user2,March Milestone (Due April 7),1490022631
46,3/20/17,milestoned,no label,user3,March Milestone (Due April 7),1490022631
46,3/20/17,labeled,Conversation,user3,March Milestone (Due April 7),1490022631
47,4/11/17,closed,no label,user0,March Milestone (Due April 7),1491940277
47,3/30/17,assigned,no label,user0,March Milestone (Due April 7),1490908972
47,3/30/17,assigned,no label,user3,March Milestone (Due April 7),1490908972
47,3/30/17,assigned,no label,user1,March Milestone (Due April 7),1490908972
47,3/30/17,assigned,no label,user2,March Milestone (Due April 7),1490908972
47,3/30/17,milestoned,no label,user2,March Milestone (Due April 7),1490908972
47,3/30/17,labeled,Conversation,user2,March Milestone (Due April 7),1490908972
48,3/31/17,referenced,no label,user0,,1490922599
48,3/31/17,closed,no label,user0,,1490919158
48,3/31/17,merged,no label,user0,,1490919158
48,3/31/17,referenced,no label,user0,,1490919158
49,3/31/17,referenced,no label,user0,,1490922599
49,3/31/17,closed,no label,user0,,1490919174
49,3/31/17,merged,no label,user0,,1490919174
49,3/31/17,referenced,no label,user0,,1490919174
50,3/31/17,closed,no label,user0,,1490920697
50,3/31/17,merged,no label,user0,,1490920697
50,3/31/17,reopened,no label,user0,,1490919957
50,3/31/17,closed,no label,user0,,1490919926
50,3/31/17,reopened,no label,user0,,1490919918
50,3/31/17,closed,no label,user0,,1490919915
50,3/31/17,assigned,no label,user1,,1490919314
