issue_id,action_time,action,what,user,milestone,when
5,2/8/17,assigned,no label,user1,Testing and debugging,1486571947
5,2/8/17,milestoned,no label,user0,Testing and debugging,1486571839
6,3/11/17,moved_columns_in_project,no label,user2,Testing and debugging,1489246416
6,2/21/17,moved_columns_in_project,no label,user0,Testing and debugging,1487711039
6,2/21/17,closed,no label,user1,Testing and debugging,1487690434
6,2/18/17,subscribed,no label,user2,Testing and debugging,1487378068
6,2/18/17,mentioned,no label,user2,Testing and debugging,1487378068
6,2/9/17,moved_columns_in_project,no label,user0,Testing and debugging,1486674475
6,2/9/17,added_to_project,no label,user2,Testing and debugging,1486665565
6,2/8/17,added_to_project,no label,user0,Testing and debugging,1486572333
6,2/8/17,milestoned,no label,user0,Testing and debugging,1486571977
6,2/8/17,labeled,VoiceDNA,user0,Testing and debugging,1486571972
6,2/8/17,assigned,no label,user2,Testing and debugging,1486571967
6,2/8/17,assigned,no label,user0,Testing and debugging,1486571967
6,2/8/17,assigned,no label,user1,Testing and debugging,1486571967
7,2/9/17,moved_columns_in_project,no label,user2,Setup UI for the app,1486665816
7,2/9/17,added_to_project,no label,user2,Setup UI for the app,1486665561
7,2/9/17,moved_columns_in_project,no label,user2,Setup UI for the app,1486657137
7,2/9/17,closed,no label,user2,Setup UI for the app,1486656922
7,2/9/17,unassigned,no label,user0,Setup UI for the app,1486610559
7,2/9/17,unassigned,no label,user1,Setup UI for the app,1486610559
7,2/8/17,added_to_project,no label,user0,Setup UI for the app,1486572343
7,2/8/17,labeled,UI,user0,Setup UI for the app,1486572026
7,2/8/17,assigned,no label,user2,Setup UI for the app,1486571989
7,2/8/17,assigned,no label,user0,Setup UI for the app,1486571989
7,2/8/17,assigned,no label,user1,Setup UI for the app,1486571989
7,2/8/17,milestoned,no label,user0,Setup UI for the app,1486571985
8,3/11/17,moved_columns_in_project,no label,user2,Magic link setup complete,1489246451
8,2/17/17,moved_columns_in_project,no label,user0,Magic link setup complete,1487299120
8,2/16/17,closed,no label,user0,Magic link setup complete,1487284944
8,2/9/17,moved_columns_in_project,no label,user2,Magic link setup complete,1486665740
8,2/9/17,added_to_project,no label,user2,Magic link setup complete,1486665554
8,2/9/17,unassigned,no label,user2,Magic link setup complete,1486610544
8,2/9/17,unassigned,no label,user1,Magic link setup complete,1486610544
8,2/8/17,added_to_project,no label,user0,Magic link setup complete,1486572431
8,2/8/17,assigned,no label,user2,Magic link setup complete,1486572406
8,2/8/17,assigned,no label,user0,Magic link setup complete,1486572406
8,2/8/17,assigned,no label,user1,Magic link setup complete,1486572406
8,2/8/17,milestoned,no label,user0,Magic link setup complete,1486572405
8,2/8/17,labeled,MagicLink,user0,Magic link setup complete,1486572405
9,3/11/17,moved_columns_in_project,no label,user2,Testing and debugging,1489246472
9,2/23/17,moved_columns_in_project,no label,user0,Testing and debugging,1487882848
9,2/23/17,closed,no label,user0,Testing and debugging,1487882737
9,2/20/17,demilestoned,no label,user0,Testing and debugging,1487612500
9,2/20/17,milestoned,no label,user0,Testing and debugging,1487612500
9,2/17/17,labeled,lowpriority,user1,Testing and debugging,1487306465
9,2/9/17,added_to_project,no label,user2,Testing and debugging,1486665550
9,2/8/17,added_to_project,no label,user0,Testing and debugging,1486572590
9,2/8/17,labeled,enhancement,user0,Testing and debugging,1486572515
9,2/8/17,labeled,Fingerprint,user0,Testing and debugging,1486572510
9,2/8/17,assigned,no label,user2,Testing and debugging,1486572505
9,2/8/17,assigned,no label,user1,Testing and debugging,1486572505
9,2/8/17,assigned,no label,user0,Testing and debugging,1486572501
9,2/8/17,milestoned,no label,user0,Testing and debugging,1486572501
10,3/11/17,moved_columns_in_project,no label,user2,Testing and debugging,1489246468
10,2/23/17,moved_columns_in_project,no label,user0,Testing and debugging,1487882854
10,2/23/17,closed,no label,user0,Testing and debugging,1487882728
10,2/20/17,demilestoned,no label,user0,Testing and debugging,1487612475
10,2/20/17,milestoned,no label,user0,Testing and debugging,1487612475
10,2/17/17,labeled,lowpriority,user1,Testing and debugging,1487306454
10,2/9/17,added_to_project,no label,user2,Testing and debugging,1486665544
10,2/8/17,added_to_project,no label,user0,Testing and debugging,1486572588
10,2/8/17,assigned,no label,user2,Testing and debugging,1486572543
10,2/8/17,assigned,no label,user0,Testing and debugging,1486572543
10,2/8/17,assigned,no label,user1,Testing and debugging,1486572543
10,2/8/17,milestoned,no label,user0,Testing and debugging,1486572543
10,2/8/17,labeled,MagicLink,user0,Testing and debugging,1486572543
10,2/8/17,labeled,enhancement,user0,Testing and debugging,1486572543
11,3/11/17,moved_columns_in_project,no label,user2,Testing and debugging,1489246465
11,2/23/17,moved_columns_in_project,no label,user0,Testing and debugging,1487882843
11,2/23/17,closed,no label,user0,Testing and debugging,1487882715
11,2/20/17,demilestoned,no label,user0,Testing and debugging,1487612491
11,2/20/17,milestoned,no label,user0,Testing and debugging,1487612490
11,2/17/17,labeled,lowpriority,user1,Testing and debugging,1487306443
11,2/9/17,added_to_project,no label,user2,Testing and debugging,1486665558
11,2/8/17,added_to_project,no label,user0,Testing and debugging,1486572586
11,2/8/17,assigned,no label,user2,Testing and debugging,1486572576
11,2/8/17,assigned,no label,user0,Testing and debugging,1486572576
11,2/8/17,assigned,no label,user1,Testing and debugging,1486572576
11,2/8/17,milestoned,no label,user0,Testing and debugging,1486572576
11,2/8/17,labeled,VoiceDNA,user0,Testing and debugging,1486572576
11,2/8/17,labeled,enhancement,user0,Testing and debugging,1486572576
12,3/11/17,moved_columns_in_project,no label,user2,Code base setup,1489246442
12,2/9/17,moved_columns_in_project,no label,user2,Code base setup,1486674408
12,2/9/17,closed,no label,user2,Code base setup,1486674400
12,2/9/17,added_to_project,no label,user2,Code base setup,1486665538
12,2/9/17,labeled,enhancement,user0,Code base setup,1486610522
12,2/8/17,moved_columns_in_project,no label,user2,Code base setup,1486589596
12,2/8/17,added_to_project,no label,user0,Code base setup,1486587232
12,2/8/17,assigned,no label,user2,Code base setup,1486587215
12,2/8/17,assigned,no label,user1,Code base setup,1486587215
12,2/8/17,milestoned,no label,user0,Code base setup,1486587215
13,2/8/17,closed,no label,user2,,1486589308
13,2/8/17,merged,no label,user2,,1486589308
13,2/8/17,referenced,no label,user2,,1486589308
14,3/11/17,moved_columns_in_project,no label,user2,Code base setup,1489246439
14,2/9/17,closed,no label,user2,Code base setup,1486665796
14,2/9/17,moved_columns_in_project,no label,user2,Code base setup,1486665748
14,2/9/17,added_to_project,no label,user2,Code base setup,1486665534
14,2/9/17,labeled,urgent,user0,Code base setup,1486605074
14,2/9/17,moved_columns_in_project,no label,user2,Code base setup,1486605053
14,2/9/17,moved_columns_in_project,no label,user2,Code base setup,1486605050
14,2/9/17,added_to_project,no label,user2,Code base setup,1486605047
14,2/9/17,assigned,no label,user0,Code base setup,1486604681
14,2/9/17,assigned,no label,user2,Code base setup,1486604675
14,2/9/17,assigned,no label,user1,Code base setup,1486604675
14,2/9/17,milestoned,no label,user0,Code base setup,1486604675
14,2/9/17,labeled,UI,user0,Code base setup,1486604675
15,2/9/17,moved_columns_in_project,no label,user2,Setup UI for the app,1486665616
15,2/9/17,added_to_project,no label,user2,Setup UI for the app,1486665426
15,2/9/17,added_to_project,no label,user2,Setup UI for the app,1486657217
15,2/9/17,removed_from_project,no label,user2,Setup UI for the app,1486657156
15,2/9/17,moved_columns_in_project,no label,user2,Setup UI for the app,1486657088
15,2/9/17,closed,no label,user2,Setup UI for the app,1486656905
15,2/9/17,added_to_project,no label,user2,Setup UI for the app,1486607969
15,2/9/17,milestoned,no label,user0,Setup UI for the app,1486607928
15,2/9/17,labeled,UI,user0,Setup UI for the app,1486607922
15,2/9/17,labeled,enhancement,user2,Setup UI for the app,1486607893
15,2/9/17,assigned,no label,user2,Setup UI for the app,1486607878
16,2/9/17,closed,no label,user2,Setup UI for the app,1486665778
16,2/9/17,moved_columns_in_project,no label,user2,Setup UI for the app,1486665612
16,2/9/17,added_to_project,no label,user2,Setup UI for the app,1486665423
16,2/9/17,subscribed,no label,user1,Setup UI for the app,1486660762
16,2/9/17,mentioned,no label,user1,Setup UI for the app,1486660762
16,2/9/17,subscribed,no label,user0,Setup UI for the app,1486658872
16,2/9/17,mentioned,no label,user0,Setup UI for the app,1486658872
16,2/9/17,subscribed,no label,user1,Setup UI for the app,1486657684
16,2/9/17,mentioned,no label,user1,Setup UI for the app,1486657684
16,2/9/17,added_to_project,no label,user2,Setup UI for the app,1486657223
16,2/9/17,reopened,no label,user0,Setup UI for the app,1486656992
16,2/9/17,removed_from_project,no label,user2,Setup UI for the app,1486656899
16,2/9/17,moved_columns_in_project,no label,user2,Setup UI for the app,1486607940
16,2/9/17,added_to_project,no label,user2,Setup UI for the app,1486607933
16,2/9/17,closed,no label,user0,Setup UI for the app,1486607914
16,2/9/17,assigned,no label,user2,Setup UI for the app,1486607887
16,2/9/17,milestoned,no label,user0,Setup UI for the app,1486607887
16,2/9/17,labeled,UI,user0,Setup UI for the app,1486607887
17,3/11/17,moved_columns_in_project,no label,user2,Fingerprint authentication complete,1489246459
17,2/21/17,moved_columns_in_project,no label,user0,Fingerprint authentication complete,1487640093
17,2/20/17,closed,no label,user0,Fingerprint authentication complete,1487612876
17,2/20/17,subscribed,no label,user1,Fingerprint authentication complete,1487612537
17,2/20/17,mentioned,no label,user1,Fingerprint authentication complete,1487612537
17,2/13/17,moved_columns_in_project,no label,user0,Fingerprint authentication complete,1486996113
17,2/9/17,assigned,no label,user1,Fingerprint authentication complete,1486674370
17,2/9/17,unassigned,no label,user0,Fingerprint authentication complete,1486674370
17,2/9/17,added_to_project,no label,user2,Fingerprint authentication complete,1486665347
17,2/9/17,added_to_project,no label,user0,Fingerprint authentication complete,1486610421
17,2/9/17,assigned,no label,user0,Fingerprint authentication complete,1486608057
17,2/9/17,milestoned,no label,user0,Fingerprint authentication complete,1486608057
17,2/9/17,labeled,Fingerprint,user0,Fingerprint authentication complete,1486608057
18,3/11/17,moved_columns_in_project,no label,user2,Fingerprint authentication complete,1489246462
18,2/16/17,moved_columns_in_project,no label,user0,Fingerprint authentication complete,1487281399
18,2/16/17,moved_columns_in_project,no label,user0,Fingerprint authentication complete,1487281396
18,2/15/17,closed,no label,user1,Fingerprint authentication complete,1487146880
18,2/13/17,moved_columns_in_project,no label,user0,Fingerprint authentication complete,1486996110
18,2/9/17,added_to_project,no label,user2,Fingerprint authentication complete,1486665526
18,2/9/17,subscribed,no label,user0,Fingerprint authentication complete,1486663616
18,2/9/17,mentioned,no label,user0,Fingerprint authentication complete,1486663616
18,2/9/17,added_to_project,no label,user0,Fingerprint authentication complete,1486610412
18,2/9/17,labeled,VoiceDNA,user0,Fingerprint authentication complete,1486610390
18,2/9/17,labeled,urgent,user0,Fingerprint authentication complete,1486610390
18,2/9/17,labeled,MagicLink,user0,Fingerprint authentication complete,1486610390
18,2/9/17,labeled,Fingerprint,user0,Fingerprint authentication complete,1486610390
18,2/9/17,assigned,no label,user0,Fingerprint authentication complete,1486610360
18,2/9/17,assigned,no label,user1,Fingerprint authentication complete,1486610360
18,2/9/17,milestoned,no label,user0,Fingerprint authentication complete,1486610360
19,2/9/17,added_to_project,no label,user0,,1486661880
19,2/9/17,closed,no label,user0,,1486659642
19,2/9/17,merged,no label,user0,,1486659642
19,2/9/17,referenced,no label,user0,,1486659642
19,2/9/17,subscribed,no label,user0,,1486657052
19,2/9/17,mentioned,no label,user0,,1486657052
19,2/9/17,subscribed,no label,user1,,1486657052
19,2/9/17,mentioned,no label,user1,,1486657052
20,2/13/17,moved_columns_in_project,no label,user0,,1486996083
20,2/9/17,added_to_project,no label,user2,,1486665343
20,2/9/17,closed,no label,user0,,1486661929
20,2/9/17,merged,no label,user0,,1486661929
20,2/9/17,referenced,no label,user0,,1486661929
21,2/9/17,moved_columns_in_project,no label,user2,,1486674356
21,2/9/17,closed,no label,user0,,1486672829
21,2/9/17,moved_columns_in_project,no label,user2,,1486665728
21,2/9/17,added_to_project,no label,user2,,1486665337
21,2/9/17,subscribed,no label,user1,,1486664993
21,2/9/17,mentioned,no label,user1,,1486664993
21,2/9/17,subscribed,no label,user0,,1486664993
21,2/9/17,mentioned,no label,user0,,1486664993
21,2/9/17,labeled,urgent,user2,,1486664993
22,2/9/17,closed,no label,user0,,1486672772
22,2/9/17,merged,no label,user0,,1486672772
22,2/9/17,referenced,no label,user0,,1486672772
23,2/20/17,moved_columns_in_project,no label,user0,Voice recognition setup complete,1487612326
23,2/20/17,closed,no label,user2,Voice recognition setup complete,1487610777
23,2/17/17,subscribed,no label,user1,Voice recognition setup complete,1487373721
23,2/17/17,mentioned,no label,user1,Voice recognition setup complete,1487373721
23,2/17/17,subscribed,no label,user2,Voice recognition setup complete,1487373721
23,2/17/17,mentioned,no label,user2,Voice recognition setup complete,1487373721
23,2/16/17,reopened,no label,user0,Voice recognition setup complete,1487285103
23,2/16/17,closed,no label,user0,Voice recognition setup complete,1487285095
23,2/9/17,added_to_project,no label,user2,Voice recognition setup complete,1486674312
23,2/9/17,assigned,no label,user2,Voice recognition setup complete,1486674282
23,2/9/17,milestoned,no label,user2,Voice recognition setup complete,1486674282
23,2/9/17,labeled,VoiceDNA,user2,Voice recognition setup complete,1486674282
24,3/11/17,moved_columns_in_project,no label,user0,Testing and debugging,1489191259
24,3/8/17,closed,no label,user1,Testing and debugging,1488998604
24,2/20/17,subscribed,no label,user1,Testing and debugging,1487624022
24,2/20/17,mentioned,no label,user1,Testing and debugging,1487624022
24,2/19/17,subscribed,no label,user0,Testing and debugging,1487524494
24,2/19/17,mentioned,no label,user0,Testing and debugging,1487524494
24,2/16/17,subscribed,no label,user0,Testing and debugging,1487260763
24,2/16/17,mentioned,no label,user0,Testing and debugging,1487260763
24,2/16/17,subscribed,no label,user1,Testing and debugging,1487209635
24,2/16/17,mentioned,no label,user1,Testing and debugging,1487209635
24,2/16/17,subscribed,no label,user2,Testing and debugging,1487209635
24,2/16/17,mentioned,no label,user2,Testing and debugging,1487209635
24,2/14/17,moved_columns_in_project,no label,user0,Testing and debugging,1487109460
24,2/14/17,added_to_project,no label,user0,Testing and debugging,1487109452
24,2/14/17,labeled,question,user0,Testing and debugging,1487081506
24,2/14/17,milestoned,no label,user0,Testing and debugging,1487081501
24,2/14/17,assigned,no label,user2,Testing and debugging,1487081494
24,2/14/17,assigned,no label,user0,Testing and debugging,1487081494
24,2/14/17,assigned,no label,user1,Testing and debugging,1487081494
24,2/14/17,subscribed,no label,user2,Testing and debugging,1487081493
24,2/14/17,mentioned,no label,user2,Testing and debugging,1487081493
24,2/14/17,subscribed,no label,user1,Testing and debugging,1487081493
24,2/14/17,mentioned,no label,user1,Testing and debugging,1487081493
25,2/14/17,closed,no label,user1,,1487096724
25,2/14/17,merged,no label,user1,,1487096724
25,2/14/17,referenced,no label,user1,,1487096724
26,2/16/17,moved_columns_in_project,no label,user0,Testing and debugging,1487281427
26,2/15/17,demilestoned,no label,user1,Testing and debugging,1487146789
26,2/15/17,milestoned,no label,user1,Testing and debugging,1487146789
26,2/15/17,milestoned,no label,user1,Testing and debugging,1487146778
26,2/15/17,closed,no label,user1,Testing and debugging,1487146733
26,2/14/17,added_to_project,no label,user0,Testing and debugging,1487109446
26,2/14/17,assigned,no label,user1,Testing and debugging,1487109055
26,2/14/17,labeled,bug,user1,Testing and debugging,1487109055
27,2/21/17,moved_columns_in_project,no label,user0,Magic link setup complete,1487640073
27,2/20/17,closed,no label,user0,Magic link setup complete,1487612388
27,2/17/17,subscribed,no label,user0,Magic link setup complete,1487341988
27,2/17/17,mentioned,no label,user0,Magic link setup complete,1487341988
27,2/17/17,subscribed,no label,user1,Magic link setup complete,1487341737
27,2/17/17,mentioned,no label,user1,Magic link setup complete,1487341737
27,2/16/17,moved_columns_in_project,no label,user0,Magic link setup complete,1487281462
27,2/16/17,moved_columns_in_project,no label,user0,Magic link setup complete,1487281459
27,2/16/17,added_to_project,no label,user0,Magic link setup complete,1487281456
27,2/16/17,demilestoned,no label,user1,Magic link setup complete,1487260678
27,2/16/17,milestoned,no label,user1,Magic link setup complete,1487260678
27,2/16/17,milestoned,no label,user1,Magic link setup complete,1487260673
27,2/16/17,labeled,urgent,user1,Magic link setup complete,1487260651
27,2/16/17,labeled,question,user1,Magic link setup complete,1487260651
27,2/16/17,assigned,no label,user2,Magic link setup complete,1487260571
27,2/16/17,assigned,no label,user0,Magic link setup complete,1487260571
27,2/16/17,assigned,no label,user1,Magic link setup complete,1487260571
28,4/19/17,labeled,requirement,user0,Fingerprint authentication complete,1492569534
28,3/11/17,moved_columns_in_project,no label,user2,Fingerprint authentication complete,1489246424
28,2/20/17,moved_columns_in_project,no label,user0,Fingerprint authentication complete,1487612324
28,2/17/17,closed,no label,user1,Fingerprint authentication complete,1487305436
28,2/17/17,milestoned,no label,user1,Fingerprint authentication complete,1487298767
28,2/16/17,added_to_project,no label,user0,Fingerprint authentication complete,1487281453
28,2/16/17,assigned,no label,user1,Fingerprint authentication complete,1487261922
28,2/16/17,converted_note_to_issue,no label,user1,Fingerprint authentication complete,1487261695
29,4/19/17,labeled,requirement,user0,Magic link setup complete,1492569528
29,3/11/17,moved_columns_in_project,no label,user2,Magic link setup complete,1489246429
29,2/20/17,moved_columns_in_project,no label,user0,Magic link setup complete,1487612322
29,2/17/17,closed,no label,user1,Magic link setup complete,1487305207
29,2/17/17,milestoned,no label,user1,Magic link setup complete,1487305198
29,2/16/17,added_to_project,no label,user0,Magic link setup complete,1487281451
29,2/16/17,assigned,no label,user1,Magic link setup complete,1487261905
29,2/16/17,converted_note_to_issue,no label,user1,Magic link setup complete,1487261700
30,4/19/17,labeled,requirement,user0,,1492569521
30,3/11/17,moved_columns_in_project,no label,user2,,1489246432
30,2/16/17,added_to_project,no label,user0,,1487281445
30,2/16/17,closed,no label,user1,,1487268445
30,2/16/17,assigned,no label,user1,,1487261856
30,2/16/17,converted_note_to_issue,no label,user1,,1487261706
31,4/19/17,labeled,requirement,user0,Fingerprint authentication complete,1492569514
31,2/16/17,added_to_project,no label,user0,Fingerprint authentication complete,1487281443
31,2/16/17,closed,no label,user1,Fingerprint authentication complete,1487274291
31,2/16/17,milestoned,no label,user1,Fingerprint authentication complete,1487274276
31,2/16/17,assigned,no label,user1,Fingerprint authentication complete,1487271680
31,2/16/17,renamed,no label,user1,Fingerprint authentication complete,1487271678
32,2/16/17,closed,no label,user1,,1487286583
32,2/16/17,merged,no label,user1,,1487286583
32,2/16/17,referenced,no label,user1,,1487286583
33,3/11/17,moved_columns_in_project,no label,user2,Fingerprint authentication complete,1489246397
33,2/20/17,added_to_project,no label,user0,Fingerprint authentication complete,1487612297
33,2/19/17,closed,no label,user1,Fingerprint authentication complete,1487524067
33,2/17/17,assigned,no label,user1,Fingerprint authentication complete,1487306150
33,2/17/17,milestoned,no label,user1,Fingerprint authentication complete,1487306141
33,2/17/17,labeled,urgent,user1,Fingerprint authentication complete,1487306135
33,2/17/17,converted_note_to_issue,no label,user1,Fingerprint authentication complete,1487305609
34,3/11/17,moved_columns_in_project,no label,user2,Fingerprint authentication complete,1489246405
34,2/20/17,added_to_project,no label,user0,Fingerprint authentication complete,1487612296
34,2/18/17,closed,no label,user1,Fingerprint authentication complete,1487446176
34,2/17/17,assigned,no label,user1,Fingerprint authentication complete,1487306398
34,2/17/17,labeled,UI,user1,Fingerprint authentication complete,1487306368
34,2/17/17,labeled,urgent,user1,Fingerprint authentication complete,1487306215
34,2/17/17,milestoned,no label,user1,Fingerprint authentication complete,1487306168
34,2/17/17,converted_note_to_issue,no label,user1,Fingerprint authentication complete,1487305613
35,3/11/17,moved_columns_in_project,no label,user2,Magic link setup complete,1489246408
35,2/20/17,added_to_project,no label,user0,Magic link setup complete,1487612294
35,2/17/17,closed,no label,user0,Magic link setup complete,1487341191
35,2/17/17,assigned,no label,user1,Magic link setup complete,1487306391
35,2/17/17,labeled,urgent,user1,Magic link setup complete,1487306114
35,2/17/17,milestoned,no label,user1,Magic link setup complete,1487306102
35,2/17/17,converted_note_to_issue,no label,user1,Magic link setup complete,1487305619
36,3/11/17,moved_columns_in_project,no label,user2,Magic link setup complete,1489246420
36,2/28/17,added_to_project,no label,user0,Magic link setup complete,1488304582
36,2/20/17,closed,no label,user0,Magic link setup complete,1487612902
36,2/17/17,demilestoned,no label,user1,Magic link setup complete,1487306089
36,2/17/17,milestoned,no label,user1,Magic link setup complete,1487306089
36,2/17/17,milestoned,no label,user1,Magic link setup complete,1487306079
36,2/17/17,labeled,urgent,user1,Magic link setup complete,1487306067
36,2/17/17,assigned,no label,user1,Magic link setup complete,1487306052
36,2/17/17,converted_note_to_issue,no label,user1,Magic link setup complete,1487305623
37,3/11/17,moved_columns_in_project,no label,user2,Testing and debugging,1489246448
37,3/11/17,moved_columns_in_project,no label,user0,Testing and debugging,1489191273
37,3/7/17,closed,no label,user2,Testing and debugging,1488927664
37,2/20/17,added_to_project,no label,user0,Testing and debugging,1487612285
37,2/17/17,assigned,no label,user1,Testing and debugging,1487306384
37,2/17/17,milestoned,no label,user1,Testing and debugging,1487306011
37,2/17/17,labeled,UI,user1,Testing and debugging,1487306004
37,2/17/17,labeled,lowpriority,user1,Testing and debugging,1487306004
37,2/17/17,labeled,enhancement,user1,Testing and debugging,1487306004
37,2/17/17,converted_note_to_issue,no label,user1,Testing and debugging,1487305715
38,3/11/17,moved_columns_in_project,no label,user2,Testing and debugging,1489246444
38,3/11/17,moved_columns_in_project,no label,user0,Testing and debugging,1489191271
38,3/7/17,closed,no label,user2,Testing and debugging,1488927680
38,2/20/17,added_to_project,no label,user0,Testing and debugging,1487612287
38,2/17/17,assigned,no label,user1,Testing and debugging,1487306376
38,2/17/17,milestoned,no label,user1,Testing and debugging,1487305986
38,2/17/17,labeled,lowpriority,user1,Testing and debugging,1487305817
38,2/17/17,labeled,enhancement,user1,Testing and debugging,1487305817
38,2/17/17,converted_note_to_issue,no label,user1,Testing and debugging,1487305721
39,2/17/17,closed,no label,user1,,1487307721
39,2/17/17,merged,no label,user1,,1487307721
39,2/17/17,referenced,no label,user1,,1487307721
40,2/17/17,closed,no label,user2,,1487367974
40,2/17/17,merged,no label,user2,,1487367974
40,2/17/17,referenced,no label,user2,,1487367974
41,2/17/17,closed,no label,user2,,1487372941
41,2/17/17,merged,no label,user2,,1487372941
41,2/17/17,referenced,no label,user2,,1487372941
42,2/18/17,closed,no label,user2,,1487376891
42,2/18/17,merged,no label,user2,,1487376891
42,2/18/17,referenced,no label,user2,,1487376891
43,2/18/17,closed,no label,user1,,1487377471
43,2/18/17,merged,no label,user1,,1487377471
43,2/18/17,referenced,no label,user1,,1487377471
44,3/11/17,moved_columns_in_project,no label,user0,v3,1489191257
44,3/9/17,closed,no label,user1,v3,1489025952
44,3/8/17,demilestoned,no label,user1,v3,1488998663
44,3/8/17,milestoned,no label,user1,v3,1488998663
44,3/8/17,demilestoned,no label,user1,v3,1488998659
44,3/8/17,milestoned,no label,user1,v3,1488998659
44,3/8/17,demilestoned,no label,user1,v3,1488998656
44,3/8/17,milestoned,no label,user1,v3,1488998656
44,2/20/17,added_to_project,no label,user0,v3,1487612268
44,2/18/17,assigned,no label,user2,v3,1487432216
44,2/18/17,assigned,no label,user1,v3,1487432212
44,2/18/17,labeled,mediumpriority,user1,v3,1487432206
44,2/18/17,labeled,bug,user1,v3,1487432206
44,2/18/17,milestoned,no label,user1,v3,1487432190
45,2/20/17,added_to_project,no label,user0,Voice recognition setup complete,1487612277
45,2/18/17,closed,no label,user1,Voice recognition setup complete,1487442718
45,2/18/17,subscribed,no label,user2,Voice recognition setup complete,1487440840
45,2/18/17,mentioned,no label,user2,Voice recognition setup complete,1487440840
45,2/18/17,subscribed,no label,user0,Voice recognition setup complete,1487440840
