week,commits,additions,additions_per_commit
1485043200,6,6132,1022.0
1485648000,3,254,84.66666666666667
1486252800,0,0,0
1486857600,2,3,1.5
1487462400,35,31119,889.1142857142858
1488067200,17,5102,300.11764705882354
1488672000,0,0,0
1489276800,42,2553,60.785714285714285
1489881600,1,7,7.0
1490486400,162,52862,326.30864197530866
1491091200,7,5033,719.0
1491696000,0,0,0
1492300800,5,5154,1030.8
1492905600,0,0,0
