week,commits,additions,additions_per_commit
1483833600,3,684,228.0
1484438400,7,69,9.857142857142858
1485043200,8,324,40.5
1485648000,7,23,3.2857142857142856
1486252800,0,0,0
1486857600,3,108,36.0
1487462400,11,5345,485.90909090909093
1488067200,14,32112,2293.714285714286
1488672000,4,700,175.0
1489276800,0,0,0
1489881600,0,0,0
1490486400,0,0,0
1491091200,2,754,377.0
1491696000,0,0,0
1492300800,0,0,0
1492905600,0,0,0
