week,commits,additions,additions_per_commit
1483833600,1,2,2.0
1484438400,6,52,8.666666666666666
1485043200,9,170,18.88888888888889
1485648000,8,92,11.5
1486252800,0,0,0
1486857600,3,909,303.0
1487462400,23,564490,24543.043478260868
1488067200,6,566,94.33333333333333
1488672000,2,106,53.0
1489276800,0,0,0
1489881600,0,0,0
1490486400,0,0,0
1491091200,4,0,0.0
1491696000,0,0,0
1492300800,0,0,0
1492905600,0,0,0
